transaction_id,member_id,merchant_id,spend_amount,timestamp
T01821,M0070,MER007,17.15,2023-06-18
T01822,M0318,MER001,77.22,2023-03-14
T01823,M0464,MER015,8.68,2023-05-21
T01824,M0290,MER004,2.25,2023-03-11
T01825,M0087,MER020,25.04,2023-09-19
T01826,M0370,MER010,26.93,2023-12-06
T01827,M0362,MER009,29.97,2023-11-04
T01828,M0472,MER002,87.7,2023-09-02
T01829,M0056,MER014,5.16,2023-01-03
T01830,M0113,MER016,60.86,2023-12-03
T01831,M0013,MER001,20.62,2023-03-04
T01832,M0440,MER002,18.55,2023-02-18
T01833,M0018,MER007,134.81,2023-03-17
T01834,M0182,MER010,14.28,2023-06-24
T01835,M0461,MER020,51.44,2023-04-19
T01836,M0113,MER001,16.09,2023-07-02
T01837,M0229,MER013,35.38,2023-07-11
T01838,M0171,MER001,77.16,2023-03-06
T01839,M0295,MER005,106.74,2023-12-03
T01840,M0189,MER016,91.22,2023-09-28
T01841,M0426,MER015,43.64,2023-04-10
T01842,M0465,MER017,14.31,2023-02-01
T01843,M0079,MER016,54.12,2023-12-18
T01844,M0146,MER013,61.88,2023-05-08
T01845,M0407,MER011,0.54,2023-12-05
T01846,M0182,MER017,28.92,2023-02-12
T01847,M0499,MER017,92.66,2023-03-19
T01848,M0286,MER002,33.63,2023-11-10
T01849,M0250,MER013,18.65,2023-10-16
T01850,M0354,MER014,102.71,2023-09-27
T01851,M0314,MER011,8.47,2023-06-11
T01852,M0196,MER010,11.56,2023-07-08
T01853,M0323,MER003,58.14,2023-09-04
T01854,M0071,MER017,21.73,2023-08-04
T01855,M0248,MER015,62.42,2023-11-11
T01856,M0146,MER009,8.58,2023-12-05
T01857,M0106,MER010,14.54,2023-06-17
T01858,M0263,MER008,8.52,2023-12-05
T01859,M0296,MER013,152.79,2023-07-12
T01860,M0070,MER018,25.99,2023-10-10
T01861,M0470,MER005,20.57,2023-12-02
T01862,M0193,MER006,0.72,2023-01-13
T01863,M0068,MER017,8.33,2023-08-28
T01864,M0494,MER011,27.33,2023-11-16
T01865,M0305,MER020,3.55,2023-05-27
T01866,M0052,MER016,35.74,2023-07-23
T01867,M0370,MER009,30.35,2023-03-21
T01868,M0363,MER002,72.87,2023-02-12
T01869,M0285,MER005,53.91,2023-03-30
T01870,M0405,MER001,29.52,2023-05-28
T01871,M0474,MER004,12.72,2023-04-05
T01872,M0334,MER004,64.89,2023-05-31
T01873,M0009,MER003,61.53,2023-01-02
T01874,M0251,MER009,8.32,2023-01-22
T01875,M0431,MER012,123.11,2023-11-09
T01876,M0332,MER010,3.33,2023-11-24
T01877,M0298,MER002,2.83,2023-01-07
T01878,M0435,MER011,10.37,2023-07-25
T01879,M0184,MER010,120.1,2023-04-24
T01880,M0179,MER006,36.7,2023-09-29
T01881,M0198,MER018,77.54,2023-03-24
T01882,M0128,MER002,12.93,2023-06-28
T01883,M0020,MER002,33.69,2023-07-29
T01884,M0472,MER010,22.18,2023-11-24
T01885,M0411,MER016,87.96,2023-05-04
T01886,M0422,MER012,1.14,2023-04-23
T01887,M0328,MER001,13.98,2023-01-12
T01888,M0065,MER008,8.28,2023-05-06
T01889,M0182,MER016,98.02,2023-02-22
T01890,M0241,MER018,31.51,2023-11-27
T01891,M0369,MER013,25.89,2023-10-10
T01892,M0024,MER015,29.84,2023-05-20
T01893,M0384,MER012,178.64,2023-04-07
T01894,M0431,MER008,94.95,2023-01-05
T01895,M0455,MER010,61.27,2023-02-26
T01896,M0083,MER014,17.16,2023-11-30
T01897,M0470,MER005,9.03,2023-03-10
T01898,M0319,MER018,127.19,2023-04-28
T01899,M0185,MER019,27.5,2023-02-28
T01900,M0439,MER015,16.34,2023-02-02
T01901,M0316,MER006,31.83,2023-11-14
T01902,M0099,MER011,124.96,2023-02-19
T01903,M0062,MER011,24.48,2023-01-19
T01904,M0286,MER020,41.35,2023-08-02
T01905,M0477,MER020,81.22,2023-07-16
T01906,M0022,MER018,27.86,2023-02-16
T01907,M0459,MER018,13.3,2023-06-16
T01908,M0212,MER010,260.38,2023-10-16
T01909,M0126,MER002,156.83,2023-05-21
T01910,M0413,MER009,92.73,2023-03-25
T01911,M0499,MER014,58.3,2023-07-01
T01912,M0425,MER019,17.47,2023-03-20
T01913,M0042,MER010,122.33,2023-08-03
T01914,M0098,MER004,16.12,2023-01-14
T01915,M0449,MER006,80.67,2023-08-03
T01916,M0031,MER014,125.21,2023-05-08
T01917,M0158,MER004,46.19,2023-11-06
T01918,M0112,MER015,81.24,2023-09-05
T01919,M0402,MER016,78.44,2023-01-29
T01920,M0247,MER007,10.73,2023-10-07
T01921,M0122,MER017,55.12,2023-12-04
T01922,M0273,MER019,4.91,2023-11-15
T01923,M0294,MER019,35.45,2023-07-21
T01924,M0398,MER017,8.85,2023-12-27
T01925,M0471,MER006,26.92,2023-02-26
T01926,M0473,MER011,89.48,2023-08-06
T01927,M0207,MER016,217.79,2023-03-03
T01928,M0110,MER008,19.13,2023-06-06
T01929,M0440,MER011,37.96,2023-07-21
T01930,M0278,MER007,35.8,2023-01-17
T01931,M0451,MER019,154.39,2023-11-18
T01932,M0056,MER010,32.56,2023-01-06
T01933,M0375,MER009,60.05,2023-02-27
T01934,M0403,MER004,127.42,2023-11-21
T01935,M0057,MER015,23.37,2023-11-14
T01936,M0428,MER013,116.2,2023-06-18
T01937,M0482,MER002,124.72,2023-03-23
T01938,M0291,MER002,133.44,2023-08-07
T01939,M0114,MER016,15.77,2023-06-26
T01940,M0381,MER009,25.57,2023-07-23
T01941,M0385,MER013,102.16,2023-03-12
T01942,M0308,MER003,22.25,2023-09-23
T01943,M0341,MER009,45.85,2023-04-08
T01944,M0477,MER013,6.28,2023-12-11
T01945,M0198,MER002,2.9,2023-10-18
T01946,M0421,MER008,26.55,2023-07-27
T01947,M0321,MER009,43.25,2023-01-02
T01948,M0179,MER016,24.94,2023-05-04
T01949,M0385,MER002,43.11,2023-10-07
T01950,M0219,MER006,36.19,2023-03-15
T01951,M0277,MER008,57.87,2023-06-15
T01952,M0437,MER005,52.42,2023-01-22
T01953,M0016,MER009,27.6,2023-06-03
T01954,M0492,MER001,27.67,2023-10-22
T01955,M0379,MER009,7.59,2023-08-07
T01956,M0061,MER010,36.0,2023-06-06
T01957,M0054,MER004,44.24,2023-08-18
T01958,M0168,MER003,32.36,2023-01-20
T01959,M0026,MER010,19.7,2023-02-10
T01960,M0336,MER015,63.94,2023-05-28
T01961,M0476,MER011,3.88,2023-04-18
T01962,M0065,MER014,122.93,2023-03-25
T01963,M0100,MER006,1.04,2023-11-18
T01964,M0074,MER012,163.97,2023-11-05
T01965,M0192,MER013,31.03,2023-10-17
T01966,M0171,MER017,26.61,2023-11-19
T01967,M0273,MER016,14.82,2023-05-14
T01968,M0377,MER003,0.51,2023-07-26
T01969,M0187,MER002,16.06,2023-10-10
T01970,M0023,MER011,5.79,2023-09-23
T01971,M0391,MER009,53.91,2023-03-14
T01972,M0428,MER003,19.22,2023-12-18
T01973,M0181,MER018,72.87,2023-02-17
T01974,M0327,MER020,11.59,2023-11-22
T01975,M0108,MER015,115.25,2023-08-21
T01976,M0335,MER014,37.01,2023-04-10
T01977,M0162,MER002,6.08,2023-02-28
T01978,M0302,MER017,25.61,2023-09-15
T01979,M0493,MER008,11.58,2023-03-06
T01980,M0452,MER010,11.14,2023-03-24
T01981,M0206,MER018,35.3,2023-06-03
T01982,M0078,MER019,55.72,2023-09-23
T01983,M0016,MER008,121.3,2023-11-05
T01984,M0327,MER008,34.87,2023-03-20
T01985,M0096,MER003,168.83,2023-11-11
T01986,M0147,MER003,142.05,2023-05-30
T01987,M0002,MER012,100.15,2023-02-17
T01988,M0010,MER017,34.66,2023-09-05
T01989,M0434,MER004,7.59,2023-10-05
T01990,M0125,MER017,12.29,2023-12-22
T01991,M0081,MER014,52.16,2023-04-08
T01992,M0485,MER019,27.39,2023-01-25
T01993,M0140,MER009,7.94,2023-10-11
T01994,M0326,MER012,32.6,2023-10-28
T01995,M0150,MER005,0.88,2023-03-09
T01996,M0288,MER011,66.19,2023-01-07
T01997,M0361,MER020,3.82,2023-11-01
T01998,M0340,MER003,49.59,2023-05-17
T01999,M0129,MER015,78.75,2023-06-13
T02000,M0438,MER014,7.12,2023-03-24
T02001,M0239,MER011,36.56,2023-05-18
T02002,M0058,MER020,75.49,2023-03-14
T02003,M0198,MER008,15.1,2023-08-25
T02004,M0211,MER004,8.89,2023-02-15
T02005,M0402,MER012,20.54,2023-04-16
T02006,M0390,MER008,40.45,2023-10-15
T02007,M0045,MER006,42.82,2023-09-19
T02008,M0097,MER015,7.01,2023-06-25
T02009,M0279,MER012,30.58,2023-06-15
T02010,M0023,MER016,15.62,2023-05-25
T02011,M0410,MER016,92.27,2023-11-26
T02012,M0461,MER020,18.81,2023-10-10
T02013,M0391,MER020,91.23,2023-02-23
T02014,M0335,MER004,27.98,2023-06-27
T02015,M0044,MER011,64.84,2023-09-01
T02016,M0027,MER013,35.67,2023-12-07
T02017,M0282,MER009,48.64,2023-05-07
T02018,M0097,MER004,25.16,2023-09-28
T02019,M0463,MER012,73.1,2023-05-12
T02020,M0036,MER009,27.69,2023-04-03
T02021,M0109,MER013,30.57,2023-03-14
T02022,M0055,MER016,36.46,2023-09-05
T02023,M0192,MER006,89.14,2023-12-14
T02024,M0219,MER010,53.85,2023-09-30
T02025,M0185,MER013,21.47,2023-02-12
T02026,M0069,MER007,55.48,2023-02-10
T02027,M0317,MER019,51.42,2023-06-19
T02028,M0130,MER019,133.7,2023-07-31
T02029,M0055,MER017,92.07,2023-06-17
T02030,M0378,MER013,52.13,2023-02-08
T02031,M0097,MER013,20.89,2023-09-02
T02032,M0336,MER002,75.61,2023-05-31
T02033,M0087,MER010,42.81,2023-04-21
T02034,M0294,MER013,210.89,2023-02-16
T02035,M0119,MER009,14.22,2023-03-04
T02036,M0208,MER001,4.15,2023-08-13
T02037,M0334,MER014,3.62,2023-03-10
T02038,M0413,MER016,51.09,2023-10-26
T02039,M0154,MER020,140.06,2023-10-17
T02040,M0035,MER015,0.1,2023-10-23
T02041,M0079,MER001,64.69,2023-07-22
T02042,M0067,MER017,53.51,2023-03-02
T02043,M0343,MER013,65.9,2023-11-14
T02044,M0413,MER015,21.96,2023-11-10
T02045,M0034,MER016,85.88,2023-06-10
T02046,M0097,MER016,2.29,2023-11-27
T02047,M0169,MER002,70.41,2023-01-16
T02048,M0169,MER017,15.54,2023-12-04
T02049,M0151,MER011,32.39,2023-04-04
T02050,M0071,MER008,86.48,2023-10-31
T02051,M0003,MER020,15.83,2023-05-18
T02052,M0314,MER003,10.24,2023-12-04
T02053,M0032,MER012,57.18,2023-02-07
T02054,M0287,MER020,38.11,2023-05-07
T02055,M0082,MER016,36.12,2023-10-02
T02056,M0043,MER014,14.84,2023-06-13
T02057,M0391,MER016,1.78,2023-11-15
T02058,M0105,MER017,26.4,2023-03-18
T02059,M0001,MER011,5.63,2023-06-23
T02060,M0061,MER017,118.22,2023-12-24
T02061,M0270,MER019,2.11,2023-11-17
T02062,M0180,MER001,28.25,2023-04-01
T02063,M0224,MER012,2.68,2023-08-26
T02064,M0006,MER015,5.02,2023-09-21
T02065,M0103,MER018,53.77,2023-06-28
T02066,M0010,MER014,52.08,2023-07-28
T02067,M0071,MER001,1.68,2023-03-14
T02068,M0090,MER013,0.06,2023-04-17
T02069,M0226,MER015,4.1,2023-12-11
T02070,M0158,MER007,71.98,2023-10-22
T02071,M0228,MER015,43.92,2023-10-11
T02072,M0405,MER020,1.94,2023-12-19
T02073,M0126,MER010,33.48,2023-07-01
T02074,M0444,MER014,62.24,2023-02-06
T02075,M0209,MER006,101.61,2023-05-17
T02076,M0097,MER014,135.93,2023-12-04
T02077,M0074,MER012,19.83,2023-02-25
T02078,M0115,MER011,7.3,2023-07-06
T02079,M0191,MER020,13.52,2023-12-07
T02080,M0495,MER019,74.84,2023-09-15
T02081,M0170,MER002,177.86,2023-02-27
T02082,M0307,MER020,31.4,2023-12-29
T02083,M0448,MER001,18.22,2023-05-03
T02084,M0204,MER008,28.03,2023-07-07
T02085,M0056,MER014,18.18,2023-08-18
T02086,M0208,MER009,14.82,2023-06-17
T02087,M0041,MER002,45.04,2023-04-24
T02088,M0032,MER005,0.79,2023-09-09
T02089,M0015,MER008,15.03,2023-04-17
T02090,M0062,MER016,54.14,2023-02-06
T02091,M0155,MER016,1.63,2023-12-01
T02092,M0284,MER013,4.34,2023-04-02
T02093,M0209,MER020,17.36,2023-01-18
T02094,M0320,MER015,105.11,2023-12-20
T02095,M0494,MER001,72.38,2023-03-04
T02096,M0187,MER003,1.12,2023-05-30
T02097,M0498,MER006,34.83,2023-05-19
T02098,M0442,MER014,16.06,2023-07-05
T02099,M0130,MER004,52.3,2023-07-04
T02100,M0127,MER018,63.93,2023-07-24
T02101,M0292,MER015,99.34,2023-09-17
T02102,M0114,MER009,32.26,2023-08-02
T02103,M0199,MER018,259.7,2023-09-13
T02104,M0013,MER003,195.57,2023-05-15
T02105,M0271,MER010,106.92,2023-03-02
T02106,M0089,MER017,42.77,2023-12-29
T02107,M0215,MER007,25.38,2023-11-06
T02108,M0444,MER015,22.66,2023-03-29
T02109,M0278,MER001,0.61,2023-11-20
T02110,M0447,MER011,14.33,2023-07-26
T02111,M0474,MER017,63.44,2023-05-09
T02112,M0481,MER005,46.27,2023-11-07
T02113,M0203,MER007,124.1,2023-01-03
T02114,M0074,MER019,2.57,2023-08-30
T02115,M0025,MER015,8.44,2023-05-01
T02116,M0101,MER003,77.85,2023-04-12
T02117,M0176,MER015,22.2,2023-02-07
T02118,M0427,MER005,6.3,2023-12-07
T02119,M0117,MER012,282.05,2023-05-13
T02120,M0166,MER020,77.38,2023-07-21
T02121,M0041,MER005,26.28,2023-12-14
T02122,M0429,MER003,86.68,2023-01-21
T02123,M0344,MER009,57.07,2023-08-30
T02124,M0424,MER009,78.03,2023-04-19
T02125,M0366,MER007,84.43,2023-10-30
T02126,M0120,MER002,4.43,2023-03-25
T02127,M0097,MER016,48.77,2023-03-24
T02128,M0145,MER009,0.34,2023-10-18
T02129,M0216,MER013,2.22,2023-03-10
T02130,M0229,MER019,117.16,2023-05-09
T02131,M0313,MER020,37.49,2023-07-15
T02132,M0130,MER017,66.57,2023-05-20
T02133,M0352,MER006,91.16,2023-10-10
T02134,M0377,MER004,149.38,2023-11-08
T02135,M0318,MER001,101.76,2023-08-22
T02136,M0472,MER018,33.02,2023-01-23
T02137,M0137,MER019,20.47,2023-06-02
T02138,M0324,MER009,8.39,2023-10-04
T02139,M0337,MER013,25.57,2023-03-02
T02140,M0273,MER008,22.82,2023-11-15
T02141,M0117,MER013,41.0,2023-02-21
T02142,M0306,MER015,54.76,2023-12-10
T02143,M0368,MER011,191.58,2023-06-02
T02144,M0094,MER012,65.17,2023-08-25
T02145,M0168,MER014,51.61,2023-11-07
T02146,M0442,MER004,20.41,2023-10-29
T02147,M0203,MER001,1.76,2023-02-01
T02148,M0341,MER004,16.99,2023-02-24
T02149,M0149,MER019,73.15,2023-12-18
T02150,M0402,MER009,11.49,2023-02-05
T02151,M0183,MER010,62.27,2023-04-20
T02152,M0413,MER004,43.35,2023-06-26
T02153,M0152,MER020,9.43,2023-12-28
T02154,M0074,MER009,15.17,2023-11-10
T02155,M0365,MER013,34.29,2023-10-22
T02156,M0401,MER012,27.1,2023-12-02
T02157,M0274,MER011,75.38,2023-04-07
T02158,M0042,MER012,66.29,2023-08-01
T02159,M0496,MER018,42.73,2023-11-13
T02160,M0212,MER012,86.38,2023-05-17
T02161,M0101,MER016,41.35,2023-01-06
T02162,M0045,MER005,166.76,2023-04-19
T02163,M0082,MER020,12.25,2023-02-04
T02164,M0017,MER012,62.61,2023-02-08
T02165,M0073,MER011,23.1,2023-05-30
T02166,M0014,MER009,16.35,2023-04-28
T02167,M0433,MER018,9.95,2023-09-18
T02168,M0157,MER003,40.2,2023-03-28
T02169,M0223,MER020,12.13,2023-03-17
T02170,M0132,MER017,11.18,2023-11-09
T02171,M0338,MER014,232.99,2023-08-02
T02172,M0404,MER001,80.91,2023-10-12
T02173,M0376,MER017,68.97,2023-08-27
T02174,M0376,MER008,79.01,2023-06-14
T02175,M0047,MER005,173.56,2023-03-28
T02176,M0107,MER005,42.58,2023-05-21
T02177,M0108,MER009,12.44,2023-06-09
T02178,M0265,MER003,99.1,2023-02-15
T02179,M0205,MER019,67.88,2023-04-22
T02180,M0079,MER009,26.75,2023-02-14
T02181,M0155,MER018,32.08,2023-09-04
T02182,M0271,MER016,26.49,2023-04-14
T02183,M0476,MER001,132.92,2023-03-26
T02184,M0485,MER002,21.04,2023-05-14
T02185,M0247,MER014,165.5,2023-04-18
T02186,M0019,MER014,120.55,2023-01-18
T02187,M0346,MER001,49.78,2023-04-04
T02188,M0436,MER016,43.35,2023-05-30
T02189,M0026,MER015,23.11,2023-09-03
T02190,M0217,MER015,0.93,2023-10-16
T02191,M0154,MER012,6.83,2023-07-28
T02192,M0154,MER016,70.17,2023-05-06
T02193,M0174,MER014,31.89,2023-08-23
T02194,M0092,MER015,8.12,2023-05-02
T02195,M0433,MER015,15.32,2023-05-18
T02196,M0338,MER019,147.67,2023-04-25
T02197,M0480,MER008,22.87,2023-06-11
T02198,M0181,MER002,119.13,2023-07-20
T02199,M0131,MER002,18.17,2023-08-22
T02200,M0450,MER010,39.18,2023-01-28
T02201,M0481,MER003,1.03,2023-01-11
T02202,M0298,MER017,36.89,2023-07-25
T02203,M0275,MER008,50.66,2023-06-16
T02204,M0273,MER004,13.35,2023-09-04
T02205,M0492,MER014,43.25,2023-02-16
T02206,M0417,MER010,52.09,2023-09-03
T02207,M0076,MER001,58.06,2023-05-07
T02208,M0177,MER004,74.9,2023-05-27
T02209,M0184,MER001,18.65,2023-04-28
T02210,M0319,MER017,41.94,2023-06-01
T02211,M0131,MER017,199.71,2023-03-13
T02212,M0363,MER007,114.21,2023-12-29
T02213,M0049,MER020,152.53,2023-05-17
T02214,M0055,MER015,24.4,2023-06-24
T02215,M0154,MER013,77.31,2023-10-16
T02216,M0355,MER002,48.37,2023-01-19
T02217,M0200,MER019,4.32,2023-07-14
T02218,M0308,MER013,86.86,2023-11-26
T02219,M0356,MER011,56.52,2023-06-24
T02220,M0373,MER015,11.09,2023-12-20
T02221,M0118,MER010,4.15,2023-05-21
T02222,M0263,MER009,90.71,2023-09-03
T02223,M0046,MER009,4.11,2023-04-03
T02224,M0302,MER020,4.79,2023-08-27
T02225,M0356,MER001,27.88,2023-07-24
T02226,M0400,MER017,7.24,2023-02-17
T02227,M0408,MER012,122.48,2023-09-02
T02228,M0189,MER010,31.77,2023-11-16
T02229,M0310,MER005,42.1,2023-11-13
T02230,M0318,MER018,131.63,2023-10-22
T02231,M0129,MER015,37.78,2023-05-08
T02232,M0049,MER006,21.82,2023-12-10
T02233,M0025,MER007,79.77,2023-10-09
T02234,M0266,MER017,29.25,2023-01-17
T02235,M0118,MER006,19.17,2023-03-12
T02236,M0464,MER008,64.23,2023-09-26
T02237,M0144,MER012,80.87,2023-11-21
T02238,M0442,MER014,78.44,2023-10-09
T02239,M0200,MER012,190.1,2023-11-01
T02240,M0157,MER010,77.25,2023-01-07
T02241,M0487,MER020,73.47,2023-11-10
T02242,M0348,MER015,97.42,2023-11-01
T02243,M0134,MER007,0.01,2023-04-13
T02244,M0400,MER009,22.5,2023-11-05
T02245,M0148,MER010,66.89,2023-07-12
T02246,M0336,MER010,45.78,2023-08-29
T02247,M0071,MER016,9.77,2023-03-03
T02248,M0233,MER007,18.1,2023-01-17
T02249,M0334,MER005,20.53,2023-06-20
T02250,M0299,MER003,41.95,2023-01-25
T02251,M0154,MER018,89.07,2023-09-08
T02252,M0090,MER011,134.78,2023-09-10
T02253,M0334,MER015,69.33,2023-07-26
T02254,M0199,MER020,92.56,2023-01-29
T02255,M0161,MER005,31.75,2023-04-27
T02256,M0026,MER012,24.7,2023-10-09
T02257,M0121,MER004,24.94,2023-05-24
T02258,M0301,MER015,47.86,2023-01-25
T02259,M0212,MER009,6.63,2023-11-06
T02260,M0063,MER007,43.31,2023-06-05
T02261,M0451,MER010,54.7,2023-03-14
T02262,M0436,MER013,28.89,2023-04-30
T02263,M0068,MER008,153.06,2023-11-08
T02264,M0253,MER012,46.85,2023-11-17
T02265,M0410,MER019,12.42,2023-04-03
T02266,M0459,MER001,32.62,2023-03-27
T02267,M0002,MER016,56.26,2023-12-02
T02268,M0398,MER017,19.55,2023-12-30
T02269,M0108,MER018,4.15,2023-04-28
T02270,M0286,MER011,43.79,2023-08-21
T02271,M0049,MER018,147.7,2023-07-18
T02272,M0140,MER007,33.19,2023-07-25
T02273,M0218,MER018,118.28,2023-12-05
T02274,M0044,MER008,90.1,2023-05-27
T02275,M0417,MER006,7.97,2023-09-28
T02276,M0269,MER007,61.58,2023-05-19
T02277,M0078,MER010,28.59,2023-06-30
T02278,M0216,MER011,14.4,2023-01-30
T02279,M0382,MER013,58.07,2023-02-26
T02280,M0098,MER009,67.87,2023-08-20
T02281,M0236,MER007,9.92,2023-05-26
T02282,M0282,MER009,122.93,2023-02-17
T02283,M0149,MER013,69.54,2023-07-13
T02284,M0412,MER003,135.43,2023-08-12
T02285,M0304,MER003,19.07,2023-05-16
T02286,M0484,MER001,140.12,2023-01-22
T02287,M0424,MER020,22.98,2023-01-06
T02288,M0066,MER002,2.77,2023-07-23
T02289,M0234,MER003,71.98,2023-08-27
T02290,M0457,MER015,60.79,2023-07-04
T02291,M0087,MER006,45.55,2023-12-26
T02292,M0079,MER013,33.66,2023-10-19
T02293,M0205,MER001,1.63,2023-12-01
T02294,M0279,MER020,48.99,2023-08-08
T02295,M0337,MER019,26.96,2023-04-26
T02296,M0254,MER001,41.07,2023-11-09
T02297,M0304,MER002,28.05,2023-02-18
T02298,M0380,MER015,169.15,2023-06-22
T02299,M0130,MER014,46.33,2023-03-23
T02300,M0084,MER019,69.16,2023-11-18
T02301,M0276,MER011,137.72,2023-11-29
T02302,M0187,MER015,44.78,2023-02-14
T02303,M0046,MER006,0.61,2023-12-01
T02304,M0387,MER020,1.74,2023-01-20
T02305,M0183,MER009,60.59,2023-08-09
T02306,M0268,MER005,16.36,2023-05-03
T02307,M0296,MER020,43.3,2023-08-22
T02308,M0322,MER002,11.3,2023-08-09
T02309,M0100,MER006,15.75,2023-11-19
T02310,M0078,MER018,35.12,2023-12-05
T02311,M0272,MER019,185.6,2023-01-03
T02312,M0339,MER009,47.89,2023-07-01
T02313,M0162,MER006,137.56,2023-07-25
T02314,M0044,MER014,160.17,2023-11-16
T02315,M0238,MER013,11.67,2023-02-09
T02316,M0134,MER011,18.64,2023-02-28
T02317,M0461,MER012,73.48,2023-03-03
T02318,M0192,MER019,100.78,2023-05-12
T02319,M0356,MER019,36.62,2023-03-01
T02320,M0278,MER019,249.73,2023-11-27
T02321,M0018,MER013,0.58,2023-05-02
T02322,M0012,MER014,17.8,2023-04-17
T02323,M0180,MER018,48.8,2023-04-06
T02324,M0123,MER012,31.68,2023-12-13
T02325,M0246,MER004,6.2,2023-08-23
T02326,M0222,MER010,22.93,2023-03-03
T02327,M0373,MER017,1.29,2023-09-13
T02328,M0051,MER004,51.47,2023-02-18
T02329,M0488,MER012,111.63,2023-12-14
T02330,M0071,MER013,108.09,2023-06-08
T02331,M0480,MER004,60.12,2023-05-04
T02332,M0048,MER010,31.35,2023-11-13
T02333,M0019,MER003,35.88,2023-07-26
T02334,M0262,MER015,7.36,2023-02-17
T02335,M0084,MER002,20.85,2023-05-16
T02336,M0155,MER017,10.4,2023-07-20
T02337,M0053,MER006,86.07,2023-09-07
T02338,M0107,MER008,123.11,2023-11-10
T02339,M0357,MER003,38.49,2023-12-23
T02340,M0304,MER018,65.05,2023-11-14
T02341,M0135,MER001,6.47,2023-10-22
T02342,M0443,MER016,46.89,2023-11-10
T02343,M0069,MER007,60.67,2023-07-28
T02344,M0011,MER003,30.14,2023-12-21
T02345,M0143,MER004,13.94,2023-07-30
T02346,M0192,MER009,104.93,2023-07-11
T02347,M0387,MER005,67.92,2023-02-13
T02348,M0378,MER019,115.06,2023-01-29
T02349,M0069,MER015,85.3,2023-02-28
T02350,M0023,MER008,232.17,2023-03-12
T02351,M0181,MER006,10.67,2023-04-02
T02352,M0293,MER018,4.54,2023-09-22
T02353,M0009,MER019,20.55,2023-08-08
T02354,M0271,MER015,6.91,2023-08-03
T02355,M0387,MER007,37.03,2023-10-04
T02356,M0093,MER010,50.12,2023-03-05
T02357,M0454,MER006,43.17,2023-12-12
T02358,M0017,MER014,15.0,2023-10-19
T02359,M0154,MER017,119.75,2023-09-02
T02360,M0405,MER009,1.07,2023-03-03
T02361,M0328,MER019,21.39,2023-11-28
T02362,M0149,MER005,63.47,2023-06-19
T02363,M0377,MER007,72.82,2023-09-26
T02364,M0267,MER019,26.9,2023-09-24
T02365,M0422,MER020,0.85,2023-02-23
T02366,M0328,MER007,48.12,2023-01-16
T02367,M0106,MER002,3.26,2023-01-08
T02368,M0472,MER016,5.71,2023-04-14
T02369,M0381,MER013,52.53,2023-02-28
T02370,M0035,MER008,18.73,2023-11-09
T02371,M0119,MER006,21.39,2023-02-09
T02372,M0014,MER006,33.36,2023-08-25
T02373,M0014,MER009,192.17,2023-04-04
T02374,M0266,MER004,168.26,2023-08-10
T02375,M0140,MER011,26.92,2023-07-23
T02376,M0294,MER005,15.43,2023-05-18
T02377,M0364,MER017,18.02,2023-10-27
T02378,M0119,MER020,15.65,2023-07-26
T02379,M0238,MER007,37.99,2023-12-02
T02380,M0034,MER015,46.68,2023-03-22
T02381,M0169,MER015,33.55,2023-08-06
T02382,M0010,MER014,26.21,2023-01-02
T02383,M0122,MER013,11.87,2023-06-27
T02384,M0401,MER011,32.94,2023-12-12
T02385,M0145,MER013,20.86,2023-10-06
T02386,M0451,MER009,39.0,2023-05-26
T02387,M0446,MER010,56.23,2023-11-14
T02388,M0223,MER004,50.16,2023-08-12
T02389,M0371,MER017,31.04,2023-03-03
T02390,M0257,MER014,40.6,2023-10-21
T02391,M0268,MER018,16.76,2023-08-27
T02392,M0359,MER011,1.23,2023-07-14
T02393,M0004,MER016,49.04,2023-06-15
T02394,M0426,MER001,14.56,2023-08-10
T02395,M0397,MER007,55.27,2023-03-02
T02396,M0354,MER010,68.72,2023-05-09
T02397,M0106,MER009,123.8,2023-06-22
T02398,M0085,MER003,158.65,2023-06-05
T02399,M0214,MER014,0.53,2023-04-20
T02400,M0121,MER015,232.17,2023-09-26
T02401,M0132,MER002,57.45,2023-12-22
T02402,M0338,MER014,51.57,2023-10-05
T02403,M0197,MER016,0.77,2023-03-15
T02404,M0019,MER007,98.75,2023-07-26
T02405,M0130,MER004,7.86,2023-10-06
T02406,M0012,MER018,90.8,2023-11-22
T02407,M0081,MER005,0.78,2023-12-06
T02408,M0330,MER006,51.92,2023-12-23
T02409,M0354,MER007,28.53,2023-12-06
T02410,M0262,MER015,11.21,2023-07-23
T02411,M0392,MER001,5.69,2023-06-10
T02412,M0125,MER004,29.0,2023-01-28
T02413,M0307,MER001,6.58,2023-09-14
T02414,M0267,MER011,33.32,2023-06-14
T02415,M0447,MER018,49.07,2023-03-04
T02416,M0441,MER014,87.83,2023-01-22
T02417,M0383,MER011,56.76,2023-03-11
T02418,M0140,MER010,3.37,2023-04-06
T02419,M0329,MER017,18.37,2023-06-12
T02420,M0002,MER004,16.98,2023-03-20
T02421,M0008,MER015,123.27,2023-01-05
T02422,M0250,MER016,101.17,2023-11-12
T02423,M0139,MER013,23.11,2023-04-30
T02424,M0124,MER009,3.69,2023-10-29
T02425,M0309,MER011,112.27,2023-06-27
T02426,M0228,MER011,109.55,2023-06-25
T02427,M0010,MER006,96.46,2023-08-05
